Quiz_Score,Group_Score,Research_Score,Seatwork_Score,Target_Quadrant
0.47,0.5,0.2727,0.56,Hierarchical-Individual
0.57,0.5,0.2727,0.9,Distributed-Collective
0.68,0.5,0.2727,0.54,Hierarchical-Individual
0.88,0.5,0.2727,0.8,Distributed-Collective
0.69,1.0,0.2727,0.93,Distributed-Collective
0.47,1.0,0.2727,0.56,Hierarchical-Individual
0.57,1.0,0.2727,0.9,Distributed-Collective
0.68,0.5,0.2727,0.54,Hierarchical-Individual
0.88,0.5,0.2727,0.8,Distributed-Collective
0.69,1.0,0.2727,0.93,Distributed-Collective
0.47,1.0,0.2727,0.56,Hierarchical-Individual
0.57,1.0,0.2727,0.9,Distributed-Collective
0.68,0.5,0.2727,0.54,Hierarchical-Individual
0.88,0.5,0.2727,0.8,Distributed-Collective
0.69,1.0,0.2727,0.93,Distributed-Collective
0.47,1.0,0.2727,0.56,Hierarchical-Individual
0.57,1.0,0.2727,0.9,Distributed-Collective
0.68,0.0,0.2727,0.54,Hierarchical-Individual
0.88,0.0,0.2727,0.8,Distributed-Collective
0.69,0.5,0.2727,0.93,Distributed-Collective
0.47,0.5,0.2727,0.56,Hierarchical-Individual
0.57,0.5,0.2727,0.9,Distributed-Collective
0.68,0.5,0.2727,0.54,Hierarchical-Individual
0.88,0.5,0.2727,0.8,Distributed-Collective
0.69,1.0,0.2727,0.93,Distributed-Collective
0.47,1.0,0.2727,0.56,Hierarchical-Individual
0.57,1.0,0.2727,0.9,Distributed-Collective
0.68,0.5,0.2727,0.54,Hierarchical-Individual
0.88,0.5,0.2727,0.8,Distributed-Collective
0.69,1.0,0.2727,0.93,Distributed-Collective
0.47,1.0,0.2727,0.56,Hierarchical-Individual
0.57,1.0,0.2727,0.9,Distributed-Collective
0.57,0.0,0.6818,0.98,Hierarchical-Collective
0.57,0.5,0.6818,0.98,Hierarchical-Collective
0.57,0.0,0.6818,0.98,Hierarchical-Collective
0.57,0.5,0.6818,0.98,Hierarchical-Collective
0.96,0.5,0.4318,0.92,Distributed-Individual
0.88,0.5,0.4318,0.62,Hierarchical-Individual
0.46,1.0,0.4318,0.81,Distributed-Individual
0.85,0.5,0.4318,0.89,Hierarchical-Individual
0.96,0.5,0.4318,0.92,Distributed-Individual
0.88,0.5,0.4318,0.62,Hierarchical-Individual
0.46,1.0,0.4318,0.81,Distributed-Individual
0.85,0.5,0.4318,0.89,Hierarchical-Individual
0.96,0.5,0.4318,0.92,Distributed-Individual
0.88,0.5,0.4318,0.62,Hierarchical-Individual
0.46,1.0,0.4318,0.81,Distributed-Individual
0.85,0.5,0.4318,0.89,Hierarchical-Individual
0.96,0.5,0.4318,0.92,Distributed-Individual
0.88,0.5,0.4318,0.62,Hierarchical-Individual
0.46,1.0,0.4318,0.81,Distributed-Individual
0.85,0.5,0.4318,0.89,Hierarchical-Individual
0.96,0.0,0.4318,0.92,Distributed-Individual
0.88,0.0,0.4318,0.62,Hierarchical-Individual
0.46,0.5,0.4318,0.81,Distributed-Individual
0.85,0.0,0.4318,0.89,Hierarchical-Individual
0.96,0.5,0.4318,0.92,Distributed-Individual
0.88,0.5,0.4318,0.62,Hierarchical-Individual
0.46,1.0,0.4318,0.81,Distributed-Individual
0.85,0.5,0.4318,0.89,Hierarchical-Individual
0.79,1.0,0.4545,0.51,Distributed-Individual
0.95,0.5,0.4545,0.87,Hierarchical-Individual
0.79,1.0,0.4545,0.51,Distributed-Individual
0.95,0.5,0.4545,0.87,Hierarchical-Individual
0.79,1.0,0.4545,0.51,Distributed-Individual
0.95,0.5,0.4545,0.87,Hierarchical-Individual
0.79,0.5,0.4545,0.51,Distributed-Individual
0.95,0.0,0.4545,0.87,Hierarchical-Individual
0.92,1.0,0.4773,0.61,Distributed-Collective
0.71,1.0,0.4773,0.78,Hierarchical-Collective
0.92,1.0,0.4773,0.61,Distributed-Collective
0.71,1.0,0.4773,0.78,Hierarchical-Collective
0.92,1.0,0.4773,0.61,Distributed-Collective
0.71,1.0,0.4773,0.78,Hierarchical-Collective
0.92,1.0,0.4773,0.61,Distributed-Collective
0.71,1.0,0.4773,0.78,Hierarchical-Collective
0.92,1.0,0.4773,0.61,Distributed-Collective
0.71,1.0,0.4773,0.78,Hierarchical-Collective
0.92,1.0,0.4773,0.61,Distributed-Collective
0.71,1.0,0.4773,0.78,Hierarchical-Collective
0.72,0.0,0.4091,0.89,Hierarchical-Collective
0.79,0.0,0.4091,0.81,Hierarchical-Collective
0.64,0.0,0.4091,0.65,Hierarchical-Collective
0.72,0.5,0.4091,0.89,Hierarchical-Collective
0.79,0.5,0.4091,0.81,Hierarchical-Collective
0.64,0.5,0.4091,0.65,Hierarchical-Collective
0.72,0.5,0.4091,0.89,Hierarchical-Collective
0.79,0.5,0.4091,0.81,Hierarchical-Collective
0.64,0.5,0.4091,0.65,Hierarchical-Collective
0.72,0.5,0.4091,0.89,Hierarchical-Collective
0.79,0.5,0.4091,0.81,Hierarchical-Collective
0.64,0.5,0.4091,0.65,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,1.0,0.4545,0.92,Distributed-Individual
0.57,1.0,0.4545,0.79,Distributed-Individual
0.99,1.0,0.4545,0.81,Hierarchical-Individual
0.41,1.0,0.4545,0.55,Hierarchical-Collective
0.68,0.5,0.4545,0.92,Distributed-Individual
0.57,0.5,0.4545,0.79,Distributed-Individual
0.99,0.5,0.4545,0.81,Hierarchical-Individual
0.41,0.5,0.4545,0.55,Hierarchical-Collective
0.68,0.5,0.4545,0.92,Distributed-Individual
0.57,0.5,0.4545,0.79,Distributed-Individual
0.99,0.5,0.4545,0.81,Hierarchical-Individual
0.41,0.5,0.4545,0.55,Hierarchical-Collective
0.81,0.5,0.2273,0.63,Hierarchical-Individual
0.81,0.5,0.2273,0.63,Hierarchical-Individual
0.81,0.0,0.2273,0.63,Hierarchical-Individual
0.66,0.0,0.2727,0.74,Hierarchical-Collective
0.41,0.0,0.2727,0.83,Hierarchical-Individual
0.66,0.5,0.2727,0.74,Hierarchical-Collective
0.41,0.5,0.2727,0.83,Hierarchical-Individual
0.66,0.0,0.2727,0.74,Hierarchical-Collective
0.41,0.0,0.2727,0.83,Hierarchical-Individual
0.55,1.0,0.5455,0.89,Distributed-Collective
0.55,0.5,0.5455,0.59,Distributed-Individual
0.98,1.0,0.5455,0.66,Hierarchical-Individual
0.64,1.0,0.5455,0.71,Distributed-Individual
0.55,1.0,0.5455,0.89,Distributed-Collective
0.55,0.5,0.5455,0.59,Distributed-Individual
0.98,1.0,0.5455,0.66,Hierarchical-Individual
0.64,1.0,0.5455,0.71,Distributed-Individual
0.55,1.0,0.5455,0.89,Distributed-Collective
0.55,0.5,0.5455,0.59,Distributed-Individual
0.98,1.0,0.5455,0.66,Hierarchical-Individual
0.64,1.0,0.5455,0.71,Distributed-Individual
0.9,0.5,0.4773,0.81,Distributed-Individual
0.87,0.0,0.4773,0.89,Distributed-Collective
0.9,1.0,0.4773,0.81,Distributed-Individual
0.87,0.5,0.4773,0.89,Distributed-Collective
0.9,1.0,0.4773,0.81,Distributed-Individual
0.87,0.5,0.4773,0.89,Distributed-Collective
0.9,0.5,0.4773,0.81,Distributed-Individual
0.87,0.0,0.4773,0.89,Distributed-Collective
0.9,0.5,0.4773,0.81,Distributed-Individual
0.87,0.0,0.4773,0.89,Distributed-Collective
0.9,0.5,0.4773,0.81,Distributed-Individual
0.87,0.0,0.4773,0.89,Distributed-Collective
0.9,1.0,0.4773,0.81,Distributed-Individual
0.87,0.5,0.4773,0.89,Distributed-Collective
0.77,0.5,0.4545,0.59,Distributed-Collective
0.98,1.0,0.4545,0.82,Distributed-Individual
0.62,1.0,0.4545,1.0,Hierarchical-Individual
0.77,0.0,0.4545,0.59,Distributed-Collective
0.98,0.5,0.4545,0.82,Distributed-Individual
0.62,0.5,0.4545,1.0,Hierarchical-Individual
0.77,0.0,0.4545,0.59,Distributed-Collective
0.98,0.5,0.4545,0.82,Distributed-Individual
0.62,0.5,0.4545,1.0,Hierarchical-Individual
0.77,0.5,0.4545,0.59,Distributed-Collective
0.98,1.0,0.4545,0.82,Distributed-Individual
0.62,1.0,0.4545,1.0,Hierarchical-Individual
0.77,0.0,0.4545,0.59,Distributed-Collective
0.98,0.5,0.4545,0.82,Distributed-Individual
0.62,0.5,0.4545,1.0,Hierarchical-Individual
0.77,0.0,0.4545,0.59,Distributed-Collective
0.98,0.5,0.4545,0.82,Distributed-Individual
0.62,0.5,0.4545,1.0,Hierarchical-Individual
0.77,0.5,0.4545,0.59,Distributed-Collective
0.98,1.0,0.4545,0.82,Distributed-Individual
0.62,1.0,0.4545,1.0,Hierarchical-Individual
0.77,0.5,0.4545,0.59,Distributed-Collective
0.98,1.0,0.4545,0.82,Distributed-Individual
0.62,1.0,0.4545,1.0,Hierarchical-Individual
0.98,0.0,0.3864,0.53,Hierarchical-Collective
0.84,0.5,0.3864,0.77,Distributed-Individual
0.95,0.5,0.3864,0.68,Hierarchical-Individual
0.99,0.5,0.3864,0.75,Hierarchical-Collective
0.98,0.5,0.3864,0.53,Hierarchical-Collective
0.84,1.0,0.3864,0.77,Distributed-Individual
0.95,1.0,0.3864,0.68,Hierarchical-Individual
0.99,1.0,0.3864,0.75,Hierarchical-Collective
0.98,0.0,0.3864,0.53,Hierarchical-Collective
0.84,0.5,0.3864,0.77,Distributed-Individual
0.95,0.5,0.3864,0.68,Hierarchical-Individual
0.99,0.5,0.3864,0.75,Hierarchical-Collective
0.98,0.0,0.3864,0.53,Hierarchical-Collective
0.84,0.5,0.3864,0.77,Distributed-Individual
0.95,0.5,0.3864,0.68,Hierarchical-Individual
0.99,0.5,0.3864,0.75,Hierarchical-Collective
0.98,0.0,0.3864,0.53,Hierarchical-Collective
0.84,0.5,0.3864,0.77,Distributed-Individual
0.95,0.5,0.3864,0.68,Hierarchical-Individual
0.99,0.5,0.3864,0.75,Hierarchical-Collective
0.98,0.5,0.3864,0.53,Hierarchical-Collective
0.84,1.0,0.3864,0.77,Distributed-Individual
0.95,1.0,0.3864,0.68,Hierarchical-Individual
0.99,1.0,0.3864,0.75,Hierarchical-Collective
0.98,0.5,0.3864,0.53,Hierarchical-Collective
0.84,1.0,0.3864,0.77,Distributed-Individual
0.95,1.0,0.3864,0.68,Hierarchical-Individual
0.99,1.0,0.3864,0.75,Hierarchical-Collective
0.98,0.0,0.3864,0.53,Hierarchical-Collective
0.84,0.5,0.3864,0.77,Distributed-Individual
0.95,0.5,0.3864,0.68,Hierarchical-Individual
0.99,0.5,0.3864,0.75,Hierarchical-Collective
0.98,0.0,0.3864,0.53,Hierarchical-Collective
0.84,0.5,0.3864,0.77,Distributed-Individual
0.95,0.5,0.3864,0.68,Hierarchical-Individual
0.99,0.5,0.3864,0.75,Hierarchical-Collective
0.69,0.0,0.3409,0.6,Hierarchical-Individual
0.69,0.0,0.3409,0.6,Hierarchical-Individual
0.69,0.5,0.3409,0.6,Hierarchical-Individual
0.69,0.0,0.3409,0.6,Hierarchical-Individual
0.69,0.5,0.3409,0.6,Hierarchical-Individual
0.55,0.5,0.4773,0.81,Hierarchical-Individual
0.55,0.5,0.4773,0.81,Hierarchical-Individual
0.55,1.0,0.4773,0.81,Hierarchical-Individual
0.55,1.0,0.4773,0.81,Hierarchical-Individual
0.55,1.0,0.4773,0.81,Hierarchical-Individual
0.68,0.5,0.3182,0.63,Hierarchical-Individual
0.68,0.5,0.3182,0.63,Hierarchical-Individual
0.68,0.5,0.3182,0.63,Hierarchical-Individual
0.68,0.5,0.3182,0.63,Hierarchical-Individual
0.68,0.0,0.3182,0.63,Hierarchical-Individual
0.68,0.5,0.3182,0.63,Hierarchical-Individual
0.48,0.5,0.5909,0.53,Distributed-Individual
0.4,0.5,0.5909,0.84,Distributed-Collective
0.73,0.0,0.5909,0.77,Distributed-Collective
0.48,1.0,0.5909,0.53,Distributed-Individual
0.4,1.0,0.5909,0.84,Distributed-Collective
0.73,0.5,0.5909,0.77,Distributed-Collective
0.65,1.0,0.5,0.6,Distributed-Collective
0.96,0.5,0.5,0.68,Distributed-Collective
0.47,0.5,0.5,0.65,Hierarchical-Collective
0.65,1.0,0.5,0.6,Distributed-Collective
0.96,0.5,0.5,0.68,Distributed-Collective
0.47,0.5,0.5,0.65,Hierarchical-Collective
0.65,1.0,0.5,0.6,Distributed-Collective
0.96,0.5,0.5,0.68,Distributed-Collective
0.47,0.5,0.5,0.65,Hierarchical-Collective
0.65,1.0,0.5,0.6,Distributed-Collective
0.96,0.5,0.5,0.68,Distributed-Collective
0.47,0.5,0.5,0.65,Hierarchical-Collective
0.65,1.0,0.5,0.6,Distributed-Collective
0.96,0.5,0.5,0.68,Distributed-Collective
0.47,0.5,0.5,0.65,Hierarchical-Collective
0.65,0.5,0.5,0.6,Distributed-Collective
0.96,0.0,0.5,0.68,Distributed-Collective
0.47,0.0,0.5,0.65,Hierarchical-Collective
0.65,1.0,0.5,0.6,Distributed-Collective
0.96,0.5,0.5,0.68,Distributed-Collective
0.47,0.5,0.5,0.65,Hierarchical-Collective
0.65,0.5,0.5,0.6,Distributed-Collective
0.96,0.0,0.5,0.68,Distributed-Collective
0.47,0.0,0.5,0.65,Hierarchical-Collective
0.75,0.5,0.5909,0.67,Distributed-Individual
0.53,0.5,0.5909,0.93,Hierarchical-Individual
0.75,0.5,0.5909,0.67,Distributed-Individual
0.53,0.5,0.5909,0.93,Hierarchical-Individual
0.75,0.5,0.5909,0.67,Distributed-Individual
0.53,0.5,0.5909,0.93,Hierarchical-Individual
0.75,0.5,0.5909,0.67,Distributed-Individual
0.53,0.5,0.5909,0.93,Hierarchical-Individual
0.61,0.5,0.6818,0.78,Hierarchical-Collective
0.76,0.5,0.6818,0.58,Distributed-Individual
0.49,0.5,0.6818,0.51,Hierarchical-Collective
0.61,0.5,0.6818,0.78,Hierarchical-Collective
0.76,0.5,0.6818,0.58,Distributed-Individual
0.49,0.5,0.6818,0.51,Hierarchical-Collective
0.78,1.0,0.5909,0.53,Hierarchical-Individual
0.73,0.5,0.5909,0.68,Distributed-Collective
0.86,0.5,0.5909,0.72,Distributed-Individual
0.91,1.0,0.5909,0.52,Distributed-Collective
0.78,1.0,0.5909,0.53,Hierarchical-Individual
0.73,0.5,0.5909,0.68,Distributed-Collective
0.86,0.5,0.5909,0.72,Distributed-Individual
0.91,1.0,0.5909,0.52,Distributed-Collective
0.78,1.0,0.5909,0.53,Hierarchical-Individual
0.73,0.5,0.5909,0.68,Distributed-Collective
0.86,0.5,0.5909,0.72,Distributed-Individual
0.91,1.0,0.5909,0.52,Distributed-Collective
0.78,1.0,0.5909,0.53,Hierarchical-Individual
0.73,0.5,0.5909,0.68,Distributed-Collective
0.86,0.5,0.5909,0.72,Distributed-Individual
0.91,1.0,0.5909,0.52,Distributed-Collective
0.78,0.5,0.5909,0.53,Hierarchical-Individual
0.73,0.0,0.5909,0.68,Distributed-Collective
0.86,0.0,0.5909,0.72,Distributed-Individual
0.91,0.5,0.5909,0.52,Distributed-Collective
0.78,1.0,0.5909,0.53,Hierarchical-Individual
0.73,0.5,0.5909,0.68,Distributed-Collective
0.86,0.5,0.5909,0.72,Distributed-Individual
0.91,1.0,0.5909,0.52,Distributed-Collective
0.5,0.5,0.3636,0.73,Distributed-Collective
0.5,0.0,0.3636,0.73,Distributed-Collective
0.5,0.5,0.3636,0.73,Distributed-Collective
0.5,0.5,0.3636,0.73,Distributed-Collective
0.5,0.0,0.3636,0.73,Distributed-Collective
0.73,1.0,0.5227,0.58,Hierarchical-Individual
0.73,0.5,0.5227,0.58,Hierarchical-Individual
0.73,1.0,0.5227,0.58,Hierarchical-Individual
0.73,1.0,0.5227,0.58,Hierarchical-Individual
0.69,0.5,0.3636,0.65,Distributed-Individual
0.61,1.0,0.3636,0.61,Distributed-Individual
0.85,0.5,0.3636,0.58,Hierarchical-Individual
0.69,0.5,0.3636,0.65,Distributed-Individual
0.61,1.0,0.3636,0.61,Distributed-Individual
0.85,0.5,0.3636,0.58,Hierarchical-Individual
0.69,0.0,0.3636,0.65,Distributed-Individual
0.61,0.5,0.3636,0.61,Distributed-Individual
0.85,0.0,0.3636,0.58,Hierarchical-Individual
0.69,0.0,0.3636,0.65,Distributed-Individual
0.61,0.5,0.3636,0.61,Distributed-Individual
0.85,0.0,0.3636,0.58,Hierarchical-Individual
0.69,0.5,0.3636,0.65,Distributed-Individual
0.61,1.0,0.3636,0.61,Distributed-Individual
0.85,0.5,0.3636,0.58,Hierarchical-Individual
0.69,0.0,0.3636,0.65,Distributed-Individual
0.61,0.5,0.3636,0.61,Distributed-Individual
0.85,0.0,0.3636,0.58,Hierarchical-Individual
0.69,0.0,0.3636,0.65,Distributed-Individual
0.61,0.5,0.3636,0.61,Distributed-Individual
0.85,0.0,0.3636,0.58,Hierarchical-Individual
0.69,0.0,0.3636,0.65,Distributed-Individual
0.61,0.5,0.3636,0.61,Distributed-Individual
0.85,0.0,0.3636,0.58,Hierarchical-Individual
0.8,0.5,0.3636,0.9,Distributed-Individual
0.43,1.0,0.3636,0.52,Hierarchical-Individual
0.78,1.0,0.3636,1.0,Distributed-Individual
0.83,0.5,0.3636,0.7,Distributed-Collective
0.47,0.5,0.3636,0.73,Hierarchical-Individual
0.8,0.5,0.3636,0.9,Distributed-Individual
0.43,1.0,0.3636,0.52,Hierarchical-Individual
0.78,1.0,0.3636,1.0,Distributed-Individual
0.83,0.5,0.3636,0.7,Distributed-Collective
0.47,0.5,0.3636,0.73,Hierarchical-Individual
0.8,0.0,0.3636,0.9,Distributed-Individual
0.43,0.5,0.3636,0.52,Hierarchical-Individual
0.78,0.5,0.3636,1.0,Distributed-Individual
0.83,0.0,0.3636,0.7,Distributed-Collective
0.47,0.0,0.3636,0.73,Hierarchical-Individual
0.97,0.5,0.2727,0.93,Hierarchical-Collective
0.73,1.0,0.2727,0.91,Distributed-Collective
0.76,1.0,0.2727,0.56,Hierarchical-Individual
0.89,0.5,0.2727,0.58,Hierarchical-Collective
0.56,1.0,0.3182,0.88,Hierarchical-Collective
0.6,0.5,0.3182,0.76,Distributed-Collective
0.56,1.0,0.3182,0.88,Hierarchical-Collective
0.6,0.5,0.3182,0.76,Distributed-Collective
0.56,0.5,0.3182,0.88,Hierarchical-Collective
0.6,0.0,0.3182,0.76,Distributed-Collective
0.56,0.5,0.3182,0.88,Hierarchical-Collective
0.6,0.0,0.3182,0.76,Distributed-Collective
0.56,0.5,0.3182,0.88,Hierarchical-Collective
0.6,0.0,0.3182,0.76,Distributed-Collective
0.56,0.5,0.3182,0.88,Hierarchical-Collective
0.6,0.0,0.3182,0.76,Distributed-Collective
0.85,1.0,0.2727,0.58,Hierarchical-Individual
0.68,0.5,0.2727,0.58,Hierarchical-Collective
0.46,1.0,0.2727,0.95,Hierarchical-Individual
0.85,0.5,0.2727,0.58,Hierarchical-Individual
0.68,0.0,0.2727,0.58,Hierarchical-Collective
0.46,0.5,0.2727,0.95,Hierarchical-Individual
0.85,0.5,0.2727,0.58,Hierarchical-Individual
0.68,0.0,0.2727,0.58,Hierarchical-Collective
0.46,0.5,0.2727,0.95,Hierarchical-Individual
0.85,1.0,0.2727,0.58,Hierarchical-Individual
0.68,0.5,0.2727,0.58,Hierarchical-Collective
0.46,1.0,0.2727,0.95,Hierarchical-Individual
0.9,0.5,0.5909,0.96,Hierarchical-Collective
0.66,1.0,0.5909,0.82,Distributed-Individual
0.9,0.5,0.5909,0.96,Hierarchical-Collective
0.66,1.0,0.5909,0.82,Distributed-Individual
0.9,0.5,0.5909,0.96,Hierarchical-Collective
0.66,1.0,0.5909,0.82,Distributed-Individual
0.9,0.0,0.5909,0.96,Hierarchical-Collective
0.66,0.5,0.5909,0.82,Distributed-Individual
0.9,0.0,0.5909,0.96,Hierarchical-Collective
0.66,0.5,0.5909,0.82,Distributed-Individual
0.9,0.5,0.5909,0.96,Hierarchical-Collective
0.66,1.0,0.5909,0.82,Distributed-Individual
0.68,1.0,0.3182,0.62,Hierarchical-Collective
0.68,1.0,0.3182,0.7,Distributed-Individual
0.49,1.0,0.3182,0.86,Hierarchical-Individual
0.68,0.5,0.3182,0.62,Hierarchical-Collective
0.68,0.5,0.3182,0.7,Distributed-Individual
0.49,0.5,0.3182,0.86,Hierarchical-Individual
0.68,0.5,0.3182,0.62,Hierarchical-Collective
0.68,0.5,0.3182,0.7,Distributed-Individual
0.49,0.5,0.3182,0.86,Hierarchical-Individual
0.73,0.0,0.4773,0.67,Distributed-Collective
0.73,0.0,0.4773,0.67,Distributed-Collective
0.73,0.5,0.4773,0.67,Distributed-Collective
0.73,0.0,0.4773,0.67,Distributed-Collective
0.73,0.5,0.4773,0.67,Distributed-Collective
0.86,0.5,0.5455,0.92,Distributed-Collective
0.42,0.5,0.5455,0.55,Hierarchical-Collective
0.42,1.0,0.5455,0.76,Hierarchical-Individual
0.4,1.0,0.5455,0.59,Distributed-Individual
0.86,0.0,0.5455,0.92,Distributed-Collective
0.42,0.0,0.5455,0.55,Hierarchical-Collective
0.42,0.5,0.5455,0.76,Hierarchical-Individual
0.4,0.5,0.5455,0.59,Distributed-Individual
0.59,1.0,0.7955,0.95,Distributed-Collective
0.98,1.0,0.7955,0.94,Distributed-Individual
0.49,0.0,0.4318,0.55,Distributed-Individual
0.91,0.5,0.4318,0.69,Distributed-Collective
0.49,0.5,0.4318,0.55,Distributed-Individual
0.91,1.0,0.4318,0.69,Distributed-Collective
0.49,0.0,0.4318,0.55,Distributed-Individual
0.91,0.5,0.4318,0.69,Distributed-Collective
0.49,0.0,0.4318,0.55,Distributed-Individual
0.91,0.5,0.4318,0.69,Distributed-Collective
0.49,0.5,0.4318,0.55,Distributed-Individual
0.91,1.0,0.4318,0.69,Distributed-Collective
0.49,0.5,0.4318,0.55,Distributed-Individual
0.91,1.0,0.4318,0.69,Distributed-Collective
0.65,1.0,0.6136,0.77,Hierarchical-Collective
0.85,1.0,0.6136,0.8,Distributed-Collective
0.83,0.5,0.6136,0.95,Hierarchical-Collective
0.65,0.5,0.6136,0.77,Hierarchical-Collective
0.85,0.5,0.6136,0.8,Distributed-Collective
0.83,0.0,0.6136,0.95,Hierarchical-Collective
0.46,0.5,0.3636,0.58,Hierarchical-Collective
0.91,0.5,0.3636,0.92,Distributed-Individual
0.94,0.0,0.3636,0.83,Hierarchical-Individual
0.65,0.5,0.3636,0.62,Distributed-Collective
0.46,0.5,0.3636,0.58,Hierarchical-Collective
0.91,0.5,0.3636,0.92,Distributed-Individual
0.94,0.0,0.3636,0.83,Hierarchical-Individual
0.65,0.5,0.3636,0.62,Distributed-Collective
0.46,0.5,0.3636,0.58,Hierarchical-Collective
0.91,0.5,0.3636,0.92,Distributed-Individual
0.94,0.0,0.3636,0.83,Hierarchical-Individual
0.65,0.5,0.3636,0.62,Distributed-Collective
0.55,0.5,0.7045,0.53,Hierarchical-Collective
0.76,0.0,0.5455,0.82,Distributed-Individual
0.76,0.5,0.5455,0.82,Distributed-Individual
0.76,0.0,0.5455,0.82,Distributed-Individual
0.76,0.0,0.5455,0.82,Distributed-Individual
0.76,0.5,0.5455,0.82,Distributed-Individual
0.76,0.0,0.5455,0.82,Distributed-Individual
0.94,1.0,0.4318,0.81,Hierarchical-Individual
0.94,1.0,0.4318,0.81,Hierarchical-Individual
0.94,0.5,0.4318,0.81,Hierarchical-Individual
0.94,0.5,0.4318,0.81,Hierarchical-Individual
0.94,0.5,0.4318,0.81,Hierarchical-Individual
0.94,0.5,0.4318,0.81,Hierarchical-Individual
0.94,1.0,0.4318,0.81,Hierarchical-Individual
0.96,0.5,0.4773,0.68,Distributed-Individual
0.56,1.0,0.4773,0.78,Hierarchical-Individual
0.96,0.5,0.4773,0.68,Distributed-Individual
0.56,1.0,0.4773,0.78,Hierarchical-Individual
0.96,0.5,0.4773,0.68,Distributed-Individual
0.56,1.0,0.4773,0.78,Hierarchical-Individual
0.96,0.0,0.4773,0.68,Distributed-Individual
0.56,0.5,0.4773,0.78,Hierarchical-Individual
0.96,0.0,0.4773,0.68,Distributed-Individual
0.56,0.5,0.4773,0.78,Hierarchical-Individual
0.96,0.5,0.4773,0.68,Distributed-Individual
0.56,1.0,0.4773,0.78,Hierarchical-Individual
0.81,0.5,0.2727,0.87,Distributed-Individual
0.9,0.5,0.2727,0.84,Hierarchical-Individual
0.81,0.0,0.2727,0.87,Distributed-Individual
0.9,0.0,0.2727,0.84,Hierarchical-Individual
0.81,0.5,0.2727,0.87,Distributed-Individual
0.9,0.5,0.2727,0.84,Hierarchical-Individual
0.99,1.0,0.5,0.91,Distributed-Individual
0.85,1.0,0.5,0.78,Distributed-Collective
0.9,1.0,0.5,0.97,Distributed-Collective
0.74,1.0,0.5,0.63,Hierarchical-Individual
0.71,0.5,0.5,0.84,Distributed-Individual
0.99,1.0,0.5,0.91,Distributed-Individual
0.85,1.0,0.5,0.78,Distributed-Collective
0.9,1.0,0.5,0.97,Distributed-Collective
0.74,1.0,0.5,0.63,Hierarchical-Individual
0.71,0.5,0.5,0.84,Distributed-Individual
0.99,1.0,0.5,0.91,Distributed-Individual
0.85,1.0,0.5,0.78,Distributed-Collective
0.9,1.0,0.5,0.97,Distributed-Collective
0.74,1.0,0.5,0.63,Hierarchical-Individual
0.71,0.5,0.5,0.84,Distributed-Individual
0.99,0.5,0.5,0.91,Distributed-Individual
0.85,0.5,0.5,0.78,Distributed-Collective
0.9,0.5,0.5,0.97,Distributed-Collective
0.74,0.5,0.5,0.63,Hierarchical-Individual
0.71,0.0,0.5,0.84,Distributed-Individual
0.99,0.5,0.5,0.91,Distributed-Individual
0.85,0.5,0.5,0.78,Distributed-Collective
0.9,0.5,0.5,0.97,Distributed-Collective
0.74,0.5,0.5,0.63,Hierarchical-Individual
0.71,0.0,0.5,0.84,Distributed-Individual
0.43,0.0,0.5455,0.69,Hierarchical-Collective
0.95,0.5,0.5455,0.52,Distributed-Individual
0.55,0.5,0.5455,0.63,Distributed-Collective
0.43,0.5,0.5455,0.69,Hierarchical-Collective
0.95,1.0,0.5455,0.52,Distributed-Individual
0.55,1.0,0.5455,0.63,Distributed-Collective
0.43,0.0,0.5455,0.69,Hierarchical-Collective
0.95,0.5,0.5455,0.52,Distributed-Individual
0.55,0.5,0.5455,0.63,Distributed-Collective
