q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,target_quadrant
3,2,2,1,2,1,2,4,1,4,2,2,4,4,1,4,4,4,3,4,3,2,1,1,1,1,3,1,Hierarchical Individual
1,1,1,4,1,1,4,1,2,3,1,4,1,1,3,4,1,1,2,4,1,1,4,2,4,3,3,4,Hierarchical Collective
1,4,2,2,3,1,1,1,2,2,2,4,2,3,4,1,4,1,2,2,4,2,4,1,1,1,4,3,Distributed Collective
2,3,2,3,1,3,2,4,1,3,3,1,1,4,2,4,2,3,3,1,2,3,1,3,3,1,1,3,Distributed Individual
2,2,3,4,2,2,3,1,2,2,1,3,1,2,3,2,2,1,3,2,2,1,4,4,2,1,2,2,Hierarchical Collective
2,1,1,2,2,2,1,3,2,2,4,4,3,1,2,2,2,3,2,4,1,1,1,2,1,3,3,1,Hierarchical Individual
3,1,1,1,1,2,2,3,3,3,2,2,4,2,2,3,1,4,3,2,3,1,2,4,2,1,2,2,Hierarchical Individual
2,1,4,1,1,3,4,1,2,2,2,4,4,3,3,1,2,1,4,2,3,3,3,1,2,1,3,2,Distributed Individual
1,3,3,3,2,2,3,2,1,2,1,4,2,4,2,4,2,2,2,4,1,3,4,1,2,2,2,4,Hierarchical Collective
1,2,1,4,2,1,3,1,2,1,1,3,2,1,2,2,3,1,1,4,3,2,3,2,2,1,1,4,Hierarchical Collective
3,1,1,1,2,1,1,3,1,4,4,1,4,2,3,1,2,2,2,2,3,3,1,4,1,2,4,1,Hierarchical Individual
3,1,1,2,2,2,2,3,4,3,3,2,4,1,3,2,1,4,3,2,2,2,2,4,1,2,4,1,Hierarchical Individual
3,1,4,2,1,3,1,2,2,4,1,1,2,3,1,1,2,2,4,3,1,4,4,3,4,1,3,1,Distributed Individual
2,4,3,2,4,3,1,2,3,4,2,2,2,1,4,1,3,2,2,1,2,4,1,1,1,4,1,4,Distributed Collective
1,2,2,4,3,2,3,2,3,1,1,2,1,3,1,4,3,1,1,3,1,2,4,3,2,3,1,4,Hierarchical Collective
2,3,3,2,2,4,2,1,1,4,2,2,1,2,1,1,2,3,4,1,3,3,1,2,2,1,3,2,Distributed Individual
2,4,2,1,3,1,2,1,3,4,3,1,4,1,4,1,2,1,3,1,4,4,1,2,3,4,2,2,Distributed Collective
3,1,2,1,2,2,2,1,2,3,3,1,3,2,1,1,2,4,1,4,2,2,4,4,1,1,3,4,Hierarchical Individual
4,1,1,1,3,2,3,1,2,1,2,2,4,2,1,1,1,2,1,4,2,2,1,3,2,1,4,2,Hierarchical Individual
1,2,4,1,1,3,2,2,4,3,2,3,2,4,2,2,2,2,4,2,3,1,2,2,2,2,1,2,Distributed Individual
1,1,2,3,3,2,1,2,4,1,1,2,3,2,3,2,2,2,1,3,3,2,2,1,2,4,1,2,Distributed Collective
2,2,1,3,2,1,1,4,4,1,4,1,3,1,1,2,1,4,2,1,2,1,2,1,1,2,3,1,Hierarchical Individual
3,4,1,2,1,1,4,3,1,1,3,2,4,2,4,1,1,2,2,1,2,2,2,4,1,2,3,2,Hierarchical Individual
4,4,2,2,1,2,1,3,3,2,3,2,1,1,2,2,3,4,2,1,3,2,4,4,2,1,4,3,Hierarchical Individual
2,1,1,3,1,2,3,4,2,2,2,4,1,3,1,4,2,1,2,3,3,2,3,2,2,2,1,4,Hierarchical Collective
1,1,2,2,2,3,2,2,1,2,3,1,2,1,1,1,1,2,4,1,2,4,3,2,3,2,2,3,Distributed Individual
1,1,1,3,3,1,3,1,2,3,2,1,1,1,2,2,4,1,1,2,2,1,1,1,2,4,1,1,Distributed Collective
3,3,1,2,2,3,2,3,2,2,3,2,2,3,1,1,4,3,2,2,2,1,2,3,2,2,3,1,Hierarchical Individual
3,4,1,1,3,2,1,3,1,2,2,2,3,1,3,2,1,4,2,3,2,2,4,2,2,3,4,1,Hierarchical Individual
2,2,1,4,1,1,4,2,2,1,2,4,1,2,1,4,2,3,3,2,1,2,3,1,3,2,2,3,Hierarchical Collective
2,2,1,1,4,2,3,2,3,2,2,1,1,3,4,2,1,3,1,2,3,3,2,1,3,4,2,2,Distributed Collective
3,2,1,1,4,2,1,3,3,3,3,4,3,1,1,2,2,3,1,1,1,2,1,4,2,4,3,1,Hierarchical Individual
1,3,2,2,4,1,2,1,4,1,2,1,1,2,4,2,2,3,3,4,3,3,1,1,3,3,1,1,Distributed Collective
3,3,3,2,2,3,1,1,1,3,4,2,4,4,3,1,2,2,4,1,3,3,2,1,4,1,1,1,Distributed Individual
3,2,2,2,3,1,1,2,1,2,2,2,4,1,1,1,1,3,1,1,2,4,1,3,1,3,3,2,Hierarchical Individual
3,4,1,1,2,1,2,1,3,3,1,2,2,1,3,3,4,1,1,3,2,1,2,2,1,3,2,2,Distributed Collective
1,3,2,1,3,1,1,3,3,2,2,1,1,1,2,1,4,1,3,2,4,2,2,2,3,3,2,3,Distributed Collective
4,3,3,2,2,2,2,3,2,4,3,2,4,2,1,1,3,2,2,1,2,1,2,4,4,2,4,2,Hierarchical Individual
3,2,2,1,1,4,2,1,1,4,2,2,4,3,3,1,2,2,3,1,2,3,1,2,2,1,4,1,Distributed Individual
3,2,3,4,1,4,1,1,2,4,1,1,2,4,1,2,2,1,4,3,2,3,1,1,4,2,1,1,Distributed Individual
3,2,3,1,4,3,2,4,3,1,4,3,4,2,2,3,2,2,3,4,1,3,2,3,1,2,4,2,Hierarchical Individual
3,1,3,4,1,1,4,2,1,1,2,4,1,2,2,4,2,2,2,4,1,1,3,1,3,1,1,4,Hierarchical Collective
1,2,1,2,4,3,2,1,3,2,1,1,4,4,3,2,4,1,3,3,2,2,1,3,2,3,3,1,Distributed Collective
4,2,1,1,1,2,1,2,2,1,3,1,4,1,1,3,3,3,3,3,2,2,2,3,2,1,4,2,Hierarchical Individual
4,4,3,1,4,3,3,3,3,1,2,2,3,4,4,2,3,1,1,2,1,2,2,1,1,4,2,3,Distributed Collective
3,2,1,2,1,2,2,3,1,1,3,1,4,2,2,1,2,3,2,3,2,2,2,3,1,2,2,2,Hierarchical Individual
1,3,2,4,1,2,4,1,1,2,2,4,2,2,2,3,1,2,2,3,1,1,4,2,2,2,2,4,Hierarchical Collective
1,2,4,1,2,3,3,1,1,4,2,1,1,4,1,1,3,2,2,2,1,1,3,2,3,1,3,1,Distributed Individual
4,1,1,1,4,2,1,2,3,2,2,1,2,2,3,2,4,1,1,1,3,1,2,1,2,3,2,1,Distributed Collective
4,1,2,4,3,2,2,4,1,1,4,1,2,1,3,2,2,4,2,2,1,1,2,3,1,2,3,1,Hierarchical Individual
4,3,3,2,3,3,2,1,3,4,2,2,3,2,4,1,4,3,1,1,4,1,1,2,1,4,2,3,Distributed Collective
1,1,3,2,1,1,4,2,1,4,2,4,2,1,2,3,2,1,2,4,1,3,4,3,3,2,2,4,Hierarchical Collective
2,3,2,2,2,4,2,2,1,1,1,1,2,3,2,4,2,1,4,3,2,3,2,2,2,2,2,2,Distributed Individual
2,2,1,2,1,2,2,3,1,4,3,1,3,4,1,3,1,4,2,2,2,3,1,1,2,2,4,1,Hierarchical Individual
2,1,2,2,2,3,2,2,2,1,3,2,3,3,3,1,1,3,1,2,4,4,2,3,1,1,4,2,Hierarchical Individual
1,3,3,1,2,4,2,2,2,3,2,2,3,2,3,1,2,2,4,3,1,4,4,3,3,2,1,1,Distributed Individual
2,1,2,4,2,2,4,1,2,3,1,2,3,1,3,4,2,2,2,4,3,4,3,2,2,1,2,4,Hierarchical Collective
2,2,2,3,1,3,1,3,4,2,1,1,1,3,3,3,1,4,4,1,2,3,1,2,1,3,1,2,Distributed Individual
3,2,3,2,2,4,1,1,3,3,2,2,2,3,1,1,1,3,2,3,1,1,3,1,2,1,2,2,Distributed Individual
2,1,2,1,2,3,4,2,3,1,2,2,1,1,3,4,1,2,1,3,2,2,3,3,2,1,2,1,Hierarchical Collective
2,2,4,2,2,2,2,1,2,4,1,3,1,3,2,2,2,2,4,3,3,4,2,2,3,1,2,2,Distributed Individual
1,1,2,1,4,1,2,4,4,1,3,1,4,1,3,1,3,3,3,1,4,2,1,4,2,2,4,1,Distributed Collective
1,2,3,1,2,3,1,1,3,4,3,3,2,4,2,1,2,1,4,2,1,4,4,1,3,1,3,1,Distributed Individual
4,2,2,1,1,3,2,3,2,1,3,1,2,2,1,2,2,3,1,2,2,1,2,1,2,1,1,3,Hierarchical Individual
3,2,1,1,3,1,3,4,1,2,2,1,4,2,2,1,1,3,1,4,3,2,1,4,3,1,3,2,Hierarchical Individual
2,1,2,3,1,4,3,3,1,3,2,3,1,4,2,2,1,2,3,2,2,3,3,2,2,2,1,2,Distributed Individual
3,1,1,2,2,2,3,3,1,2,3,1,4,2,3,1,2,3,1,2,2,2,1,3,1,2,4,3,Hierarchical Individual
3,4,2,1,1,2,1,3,2,1,1,2,1,2,4,1,3,2,2,1,3,1,2,3,2,3,3,3,Distributed Collective
2,2,4,1,3,4,2,2,3,4,2,2,1,2,2,1,3,4,4,1,2,3,3,2,3,1,1,1,Distributed Individual
1,4,2,4,3,3,1,2,4,2,2,1,4,3,3,3,3,2,1,2,4,1,2,1,1,3,3,2,Distributed Collective
1,2,3,1,3,3,1,1,1,3,2,2,2,4,2,2,1,2,1,2,2,3,2,2,4,1,2,1,Distributed Individual
1,1,3,3,2,1,3,2,4,3,3,3,2,2,3,4,1,2,1,3,2,2,4,2,2,2,1,3,Hierarchical Collective
2,1,3,2,1,1,2,1,2,1,4,3,1,1,3,3,1,2,2,2,1,2,3,1,2,1,4,4,Hierarchical Collective
2,3,1,2,4,1,2,1,4,1,1,2,2,3,2,1,4,2,1,2,3,2,2,1,1,3,1,1,Distributed Collective
