hi_score,hc_score,di_score,dc_score,target_quadrant
8,21,9,21,Distributed-Individual
11,11,24,25,Distributed-Collective
8,21,9,25,Distributed-Individual
11,11,24,17,Distributed-Collective
8,21,9,17,Distributed-Individual
11,11,20,25,Distributed-Collective
8,21,5,25,Distributed-Individual
19,11,15,12,Distributed-Collective
16,21,5,12,Distributed-Individual
19,11,15,8,Distributed-Collective
16,21,5,8,Distributed-Individual
19,11,15,12,Distributed-Collective
16,21,5,12,Distributed-Individual
19,11,24,8,Distributed-Collective
16,21,9,8,Distributed-Individual
11,11,15,17,Distributed-Collective
8,21,5,17,Distributed-Individual
19,11,20,12,Distributed-Collective
16,21,5,12,Distributed-Individual
17,20,11,5,Hierarchical-Collective
17,11,20,8,Distributed-Collective
9,20,15,12,Hierarchical-Collective
9,11,25,21,Distributed-Collective
9,20,11,17,Hierarchical-Collective
9,11,20,25,Distributed-Collective
17,20,15,5,Hierarchical-Collective
17,11,25,12,Distributed-Collective
9,20,11,8,Hierarchical-Collective
9,11,20,17,Distributed-Collective
9,20,11,12,Hierarchical-Collective
9,11,20,21,Distributed-Collective
9,20,15,17,Hierarchical-Collective
9,11,25,25,Distributed-Collective
17,20,15,8,Hierarchical-Collective
17,11,25,17,Distributed-Collective
9,20,15,12,Hierarchical-Collective
9,11,25,21,Distributed-Collective
12,14,10,17,Hierarchical-Individual
14,19,7,17,Distributed-Individual
21,14,14,12,Hierarchical-Individual
22,19,11,12,Distributed-Individual
8,24,12,8,Distributed-Collective
9,20,12,17,Hierarchical-Individual
15,21,10,17,Distributed-Individual
15,24,7,17,Distributed-Individual
18,13,20,8,Hierarchical-Individual
17,21,10,8,Hierarchical-Individual
7,21,14,25,Distributed-Individual
7,24,11,25,Distributed-Individual
9,13,25,17,Hierarchical-Individual
9,21,14,17,Hierarchical-Individual
15,21,6,8,Distributed-Individual
15,24,5,8,Distributed-Individual
18,13,16,5,Hierarchical-Individual
17,21,6,5,Hierarchical-Individual
7,21,6,17,Distributed-Individual
7,24,5,17,Distributed-Individual
9,13,16,8,Hierarchical-Individual
9,21,6,8,Hierarchical-Individual
15,21,10,17,Distributed-Individual
15,24,7,17,Distributed-Individual
18,13,20,8,Hierarchical-Individual
17,21,10,8,Hierarchical-Individual
7,21,10,17,Distributed-Individual
7,24,7,17,Distributed-Individual
9,13,20,8,Hierarchical-Individual
9,21,10,8,Hierarchical-Individual
15,21,10,17,Distributed-Individual
15,24,7,17,Distributed-Individual
18,13,20,8,Hierarchical-Individual
17,21,10,8,Hierarchical-Individual
18,10,21,12,Hierarchical-Collective
10,10,21,21,Hierarchical-Collective
18,19,5,12,Hierarchical-Individual
20,22,5,12,Distributed-Collective
10,19,10,17,Hierarchical-Individual
12,22,7,17,Distributed-Collective
18,19,10,17,Hierarchical-Individual
20,22,7,17,Distributed-Collective
18,19,10,8,Hierarchical-Individual
20,22,7,8,Distributed-Collective
10,19,10,21,Hierarchical-Individual
12,22,7,21,Distributed-Collective
10,19,10,21,Hierarchical-Individual
12,22,7,21,Distributed-Collective
14,22,12,21,Distributed-Individual
11,20,10,21,Hierarchical-Collective
17,22,15,12,Distributed-Individual
16,21,9,12,Distributed-Collective
9,22,7,17,Distributed-Individual
8,21,5,17,Distributed-Collective
9,22,11,21,Distributed-Individual
8,21,5,21,Distributed-Collective
17,22,15,12,Distributed-Individual
16,21,9,12,Distributed-Collective
9,22,11,17,Distributed-Individual
8,21,5,17,Distributed-Collective
17,22,11,12,Distributed-Individual
16,21,5,12,Distributed-Collective
17,22,11,12,Distributed-Individual
16,21,5,12,Distributed-Collective
9,22,7,25,Distributed-Individual
8,21,5,25,Distributed-Collective
9,22,11,17,Distributed-Individual
8,21,5,17,Distributed-Collective
17,22,11,17,Distributed-Individual
16,21,5,17,Distributed-Collective
7,21,5,21,Distributed-Individual
7,21,9,21,Distributed-Individual
16,21,5,8,Distributed-Individual
16,21,5,12,Distributed-Individual
7,21,9,25,Distributed-Individual
7,21,9,21,Distributed-Individual
16,21,9,12,Distributed-Individual
7,21,5,21,Distributed-Individual
16,21,5,12,Distributed-Individual
19,12,19,12,Hierarchical-Collective
10,12,15,17,Hierarchical-Collective
10,12,23,21,Hierarchical-Collective
10,12,23,21,Hierarchical-Collective
19,12,19,8,Hierarchical-Collective
10,12,15,21,Hierarchical-Collective
19,12,15,17,Hierarchical-Collective
14,22,10,12,Hierarchical-Individual
10,20,5,21,Hierarchical-Collective
10,20,6,21,Hierarchical-Collective
10,20,10,25,Hierarchical-Collective
10,20,6,25,Hierarchical-Collective
10,20,10,17,Hierarchical-Collective
18,13,15,5,Hierarchical-Collective
15,21,12,8,Hierarchical-Collective
18,13,15,5,Hierarchical-Collective
15,21,12,12,Hierarchical-Collective
18,13,11,5,Hierarchical-Collective
15,21,8,8,Hierarchical-Collective
10,13,15,17,Hierarchical-Collective
7,21,12,25,Hierarchical-Collective
19,12,18,17,Distributed-Collective
17,12,17,8,Distributed-Individual
20,21,11,17,Distributed-Individual
19,12,18,12,Distributed-Collective
17,12,17,5,Distributed-Individual
20,21,11,12,Distributed-Individual
19,12,18,17,Distributed-Collective
17,12,17,8,Distributed-Individual
20,21,11,17,Distributed-Individual
10,21,9,21,Hierarchical-Collective
10,21,9,21,Hierarchical-Collective
10,21,13,21,Hierarchical-Collective
18,21,5,12,Hierarchical-Collective
10,21,9,21,Hierarchical-Collective
10,21,9,21,Hierarchical-Collective
18,21,13,8,Hierarchical-Collective
10,21,9,17,Hierarchical-Collective
11,21,5,8,Distributed-Individual
10,22,5,8,Distributed-Individual
11,22,5,17,Distributed-Collective
19,21,5,8,Distributed-Individual
18,22,5,8,Distributed-Individual
20,22,8,17,Distributed-Collective
19,21,5,5,Distributed-Individual
18,22,5,5,Distributed-Individual
20,22,5,8,Distributed-Collective
9,18,5,21,Hierarchical-Collective
13,22,5,12,Hierarchical-Collective
9,18,12,25,Hierarchical-Collective
13,22,11,17,Hierarchical-Collective
17,18,12,12,Hierarchical-Collective
21,22,11,5,Hierarchical-Collective
9,18,8,25,Hierarchical-Collective
13,22,7,17,Hierarchical-Collective
9,21,12,21,Distributed-Individual
8,16,12,21,Hierarchical-Individual
9,21,8,17,Distributed-Individual
8,16,8,17,Hierarchical-Individual
9,21,8,21,Distributed-Individual
8,16,8,21,Hierarchical-Individual
9,21,8,17,Distributed-Individual
8,16,8,17,Hierarchical-Individual
18,21,12,12,Distributed-Individual
17,16,12,12,Hierarchical-Individual
9,21,16,17,Distributed-Individual
8,16,17,17,Hierarchical-Individual
18,21,8,12,Distributed-Individual
17,16,8,12,Hierarchical-Individual
9,21,12,21,Distributed-Individual
8,16,12,21,Hierarchical-Individual
7,20,12,21,Hierarchical-Individual
10,21,12,21,Distributed-Collective
9,13,19,12,Distributed-Individual
11,20,5,21,Hierarchical-Collective
7,19,7,21,Distributed-Collective
10,10,12,21,Hierarchical-Individual
7,20,12,25,Hierarchical-Individual
10,21,12,25,Distributed-Collective
9,13,19,17,Distributed-Individual
11,20,5,25,Hierarchical-Collective
7,19,7,25,Distributed-Collective
10,10,12,25,Hierarchical-Individual
7,20,12,21,Hierarchical-Individual
10,21,12,21,Distributed-Collective
9,13,19,12,Distributed-Individual
11,20,5,21,Hierarchical-Collective
7,19,7,21,Distributed-Collective
10,10,12,21,Hierarchical-Individual
15,20,8,8,Hierarchical-Individual
18,21,8,8,Distributed-Collective
17,13,15,5,Distributed-Individual
19,20,5,8,Hierarchical-Collective
15,19,5,8,Distributed-Collective
18,10,8,8,Hierarchical-Individual
7,20,8,21,Hierarchical-Individual
10,21,8,21,Distributed-Collective
9,13,15,12,Distributed-Individual
11,20,5,21,Hierarchical-Collective
7,19,5,21,Distributed-Collective
10,10,8,21,Hierarchical-Individual
10,13,15,8,Distributed-Collective
10,13,11,12,Distributed-Collective
10,13,15,17,Distributed-Collective
18,13,20,5,Distributed-Collective
10,13,15,17,Distributed-Collective
10,13,11,17,Distributed-Collective
10,13,15,12,Distributed-Collective
9,13,16,21,Hierarchical-Collective
9,13,20,17,Hierarchical-Collective
9,13,24,17,Hierarchical-Collective
9,13,16,21,Hierarchical-Collective
17,13,20,8,Hierarchical-Collective
17,13,20,12,Hierarchical-Collective
21,13,24,5,Hierarchical-Collective
22,21,13,12,Distributed-Collective
21,13,15,5,Hierarchical-Collective
22,21,5,12,Distributed-Collective
12,13,20,12,Hierarchical-Collective
13,21,9,21,Distributed-Collective
21,13,15,5,Hierarchical-Collective
22,21,5,12,Distributed-Collective
15,24,7,17,Hierarchical-Individual
16,24,9,17,Distributed-Collective
7,24,11,21,Hierarchical-Individual
7,24,13,21,Distributed-Collective
7,24,7,25,Hierarchical-Individual
7,24,9,25,Distributed-Collective
15,24,7,12,Hierarchical-Individual
16,24,9,12,Distributed-Collective
15,24,7,12,Hierarchical-Individual
16,24,9,12,Distributed-Collective
9,14,25,8,Distributed-Individual
9,16,19,8,Distributed-Collective
12,14,18,17,Distributed-Collective
9,14,21,12,Distributed-Individual
9,16,15,12,Distributed-Collective
12,14,14,21,Distributed-Collective
17,14,25,8,Distributed-Individual
17,16,19,8,Distributed-Collective
20,14,18,17,Distributed-Collective
9,14,25,17,Distributed-Individual
9,16,19,17,Distributed-Collective
12,14,18,25,Distributed-Collective
9,14,25,12,Distributed-Individual
9,16,19,12,Distributed-Collective
12,14,18,21,Distributed-Collective
22,21,6,12,Distributed-Collective
22,12,16,12,Hierarchical-Collective
9,19,5,17,Hierarchical-Individual
10,12,9,8,Distributed-Individual
9,19,9,21,Hierarchical-Individual
10,12,18,12,Distributed-Individual
9,19,5,17,Hierarchical-Individual
10,12,9,8,Distributed-Individual
9,19,5,21,Hierarchical-Individual
10,12,13,12,Distributed-Individual
17,19,5,12,Hierarchical-Individual
18,12,13,5,Distributed-Individual
9,19,9,21,Hierarchical-Individual
10,12,18,12,Distributed-Individual
10,24,10,25,Hierarchical-Individual
10,21,12,25,Distributed-Individual
18,24,6,12,Hierarchical-Individual
18,21,8,12,Distributed-Individual
10,24,15,17,Hierarchical-Individual
10,21,16,17,Distributed-Individual
18,24,15,12,Hierarchical-Individual
18,21,16,12,Distributed-Individual
19,12,17,12,Hierarchical-Collective
11,12,13,21,Hierarchical-Collective
19,12,17,8,Hierarchical-Collective
11,12,17,17,Hierarchical-Collective
11,12,13,21,Hierarchical-Collective
19,12,17,8,Hierarchical-Collective
11,12,17,25,Hierarchical-Collective
9,20,9,25,Hierarchical-Individual
9,20,5,21,Hierarchical-Individual
9,20,9,21,Hierarchical-Individual
17,20,5,17,Hierarchical-Individual
17,20,5,12,Hierarchical-Individual
17,20,5,17,Hierarchical-Individual
8,14,18,17,Distributed-Individual
8,21,16,25,Distributed-Individual
16,14,14,8,Distributed-Individual
16,21,12,17,Distributed-Individual
16,14,14,5,Distributed-Individual
16,21,12,8,Distributed-Individual
9,13,16,12,Hierarchical-Individual
10,19,8,21,Hierarchical-Individual
7,13,17,21,Hierarchical-Individual
9,13,12,12,Hierarchical-Individual
10,19,5,21,Hierarchical-Individual
7,13,13,21,Hierarchical-Individual
9,13,12,12,Hierarchical-Individual
10,19,5,21,Hierarchical-Individual
7,13,13,21,Hierarchical-Individual
9,13,12,17,Hierarchical-Individual
10,19,5,25,Hierarchical-Individual
7,13,13,25,Hierarchical-Individual
12,23,11,17,Hierarchical-Individual
11,12,18,8,Distributed-Collective
9,14,22,8,Distributed-Individual
10,22,10,8,Hierarchical-Individual
9,18,10,17,Distributed-Collective
8,21,10,17,Hierarchical-Collective
9,13,14,17,Hierarchical-Individual
9,18,6,25,Distributed-Collective
8,21,5,25,Hierarchical-Collective
9,13,10,25,Hierarchical-Individual
9,18,10,21,Distributed-Collective
8,21,10,21,Hierarchical-Collective
9,13,14,21,Hierarchical-Individual
17,18,10,8,Distributed-Collective
16,21,10,8,Hierarchical-Collective
17,13,14,8,Hierarchical-Individual
11,14,16,12,Distributed-Collective
11,23,8,21,Hierarchical-Collective
14,23,8,21,Hierarchical-Individual
11,23,10,12,Hierarchical-Collective
12,22,10,21,Distributed-Individual
9,22,12,12,Hierarchical-Individual
20,14,20,5,Distributed-Collective
19,23,12,8,Hierarchical-Collective
22,23,12,8,Hierarchical-Individual
19,23,15,5,Hierarchical-Collective
21,22,14,8,Distributed-Individual
18,22,16,5,Hierarchical-Individual
11,14,12,12,Distributed-Collective
11,23,5,21,Hierarchical-Collective
14,23,5,21,Hierarchical-Individual
11,23,6,12,Hierarchical-Collective
12,22,5,21,Distributed-Individual
9,22,8,12,Hierarchical-Individual
10,13,20,21,Distributed-Collective
13,22,6,12,Hierarchical-Individual
15,13,16,12,Distributed-Collective
20,20,6,8,Hierarchical-Collective
21,18,7,5,Hierarchical-Collective
20,13,12,5,Hierarchical-Collective
20,20,6,8,Hierarchical-Collective
21,18,7,5,Hierarchical-Collective
20,13,12,5,Hierarchical-Collective
12,20,5,21,Hierarchical-Collective
13,18,5,12,Hierarchical-Collective
12,13,8,12,Hierarchical-Collective
12,20,6,25,Hierarchical-Collective
13,18,7,17,Hierarchical-Collective
12,13,12,17,Hierarchical-Collective
20,20,6,12,Hierarchical-Collective
21,18,7,5,Hierarchical-Collective
20,13,12,5,Hierarchical-Collective
20,20,6,8,Hierarchical-Collective
21,18,7,5,Hierarchical-Collective
20,13,12,5,Hierarchical-Collective
12,20,5,21,Hierarchical-Collective
13,18,5,12,Hierarchical-Collective
12,13,8,12,Hierarchical-Collective
19,15,17,17,Distributed-Collective
19,23,10,8,Hierarchical-Individual
11,15,8,21,Distributed-Collective
10,23,5,12,Hierarchical-Individual
11,15,8,17,Distributed-Collective
10,23,5,8,Hierarchical-Individual
19,15,12,12,Distributed-Collective
19,23,5,5,Hierarchical-Individual
19,15,12,8,Distributed-Collective
19,23,5,5,Hierarchical-Individual
8,15,20,12,Distributed-Individual
8,13,14,12,Hierarchical-Collective
8,15,20,12,Distributed-Individual
8,13,14,12,Hierarchical-Collective
8,15,24,12,Distributed-Individual
8,13,18,12,Hierarchical-Collective
8,15,20,12,Distributed-Individual
8,13,14,12,Hierarchical-Collective
9,11,15,17,Distributed-Individual
9,11,19,25,Distributed-Individual
9,11,10,17,Distributed-Individual
18,14,17,8,Distributed-Individual
18,22,6,8,Distributed-Individual
16,25,8,17,Hierarchical-Individual
17,24,9,17,Hierarchical-Individual
17,23,15,17,Distributed-Collective
8,25,5,25,Hierarchical-Individual
8,24,5,25,Hierarchical-Individual
9,23,11,25,Distributed-Collective
8,25,8,21,Hierarchical-Individual
8,24,9,21,Hierarchical-Individual
9,23,15,21,Distributed-Collective
10,22,6,8,Distributed-Individual
11,23,5,8,Distributed-Individual
19,22,10,5,Distributed-Individual
20,23,7,5,Distributed-Individual
19,22,10,5,Distributed-Individual
20,23,7,5,Distributed-Individual
19,22,10,5,Distributed-Individual
20,23,7,5,Distributed-Individual
10,22,10,12,Distributed-Individual
11,23,7,12,Distributed-Individual
16,14,18,12,Distributed-Individual
20,20,13,5,Hierarchical-Individual
16,14,14,17,Distributed-Individual
20,20,9,8,Hierarchical-Individual
16,14,18,12,Distributed-Individual
20,20,13,5,Hierarchical-Individual
16,14,10,12,Distributed-Individual
20,20,5,5,Hierarchical-Individual
8,14,18,21,Distributed-Individual
12,20,13,12,Hierarchical-Individual
8,14,14,17,Distributed-Individual
12,20,9,8,Hierarchical-Individual
16,14,10,12,Distributed-Individual
20,20,5,5,Hierarchical-Individual
9,23,11,17,Distributed-Individual
9,23,7,21,Distributed-Individual
19,16,21,12,Distributed-Collective
19,20,12,12,Hierarchical-Individual
11,16,17,21,Distributed-Collective
11,20,8,21,Hierarchical-Individual
11,16,12,17,Distributed-Collective
11,20,5,17,Hierarchical-Individual
11,16,17,21,Distributed-Collective
11,20,8,21,Hierarchical-Individual
16,24,13,8,Distributed-Collective
17,13,25,8,Hierarchical-Collective
19,24,16,17,Distributed-Individual
17,24,15,17,Hierarchical-Individual
8,24,9,8,Distributed-Collective
9,13,20,8,Hierarchical-Collective
10,24,12,17,Distributed-Individual
8,24,11,17,Hierarchical-Individual
16,24,9,5,Distributed-Collective
17,13,20,5,Hierarchical-Collective
19,24,12,8,Distributed-Individual
17,24,11,8,Hierarchical-Individual
8,24,5,12,Distributed-Collective
9,13,16,12,Hierarchical-Collective
10,24,8,21,Distributed-Individual
8,24,7,21,Hierarchical-Individual
8,24,9,12,Distributed-Collective
9,13,20,12,Hierarchical-Collective
10,24,12,21,Distributed-Individual
8,24,11,21,Hierarchical-Individual
10,23,5,21,Hierarchical-Collective
10,23,5,21,Hierarchical-Collective
10,23,5,21,Hierarchical-Collective
18,23,13,12,Hierarchical-Collective
10,23,13,21,Hierarchical-Collective
18,23,9,17,Hierarchical-Collective
12,22,7,21,Hierarchical-Collective
13,22,5,21,Distributed-Individual
9,14,10,12,Hierarchical-Individual
20,22,15,17,Hierarchical-Collective
21,22,8,17,Distributed-Individual
17,14,19,8,Hierarchical-Individual
9,18,10,12,Distributed-Individual
7,19,9,21,Distributed-Individual
11,10,21,12,Hierarchical-Individual
8,11,20,21,Distributed-Collective
9,18,10,12,Distributed-Individual
7,19,9,21,Distributed-Individual
11,10,21,12,Hierarchical-Individual
8,11,20,21,Distributed-Collective
9,18,6,8,Distributed-Individual
7,19,5,17,Distributed-Individual
11,10,17,8,Hierarchical-Individual
8,11,15,17,Distributed-Collective
15,13,19,12,Distributed-Collective
6,13,15,21,Distributed-Collective
6,13,19,17,Distributed-Collective
15,13,23,12,Distributed-Collective
15,13,15,12,Distributed-Collective
15,13,23,17,Distributed-Collective
6,13,19,17,Distributed-Collective
6,13,15,21,Distributed-Collective
6,13,19,17,Distributed-Collective
19,21,5,8,Distributed-Collective
18,14,17,8,Hierarchical-Collective
15,16,15,17,Hierarchical-Collective
20,20,8,12,Distributed-Collective
19,23,12,12,Distributed-Individual
19,21,11,12,Distributed-Individual
12,20,5,25,Distributed-Collective
11,23,8,25,Distributed-Individual
11,21,7,25,Distributed-Individual
12,20,8,21,Distributed-Collective
11,23,12,21,Distributed-Individual
11,21,11,21,Distributed-Individual
12,20,8,21,Distributed-Collective
11,23,12,21,Distributed-Individual
11,21,11,21,Distributed-Individual
12,20,8,21,Distributed-Collective
11,23,12,21,Distributed-Individual
11,21,11,21,Distributed-Individual
8,19,11,25,Distributed-Collective
8,19,11,21,Distributed-Collective
16,19,15,17,Distributed-Collective
17,21,11,8,Distributed-Collective
17,15,25,8,Hierarchical-Collective
18,13,19,5,Distributed-Individual
8,21,5,17,Distributed-Collective
8,15,17,17,Hierarchical-Collective
9,13,10,8,Distributed-Individual
5,20,12,21,Distributed-Collective
7,14,22,8,Hierarchical-Collective
15,14,18,8,Hierarchical-Collective
7,14,14,17,Hierarchical-Collective
18,23,11,12,Distributed-Individual
9,23,11,17,Distributed-Individual
9,23,11,17,Distributed-Individual
9,23,11,25,Distributed-Individual
9,23,7,17,Distributed-Individual
12,15,19,12,Hierarchical-Individual
10,12,17,21,Hierarchical-Individual
10,21,12,21,Hierarchical-Individual
12,15,15,12,Hierarchical-Individual
10,12,12,21,Hierarchical-Individual
10,21,8,21,Hierarchical-Individual
12,15,11,8,Hierarchical-Individual
10,12,8,17,Hierarchical-Individual
10,21,5,17,Hierarchical-Individual
20,15,11,5,Hierarchical-Individual
19,12,8,12,Hierarchical-Individual
18,21,5,12,Hierarchical-Individual
12,20,5,12,Hierarchical-Individual
12,20,5,12,Hierarchical-Individual
12,20,5,12,Hierarchical-Individual
12,20,5,12,Hierarchical-Individual
12,20,5,12,Hierarchical-Individual
12,20,5,8,Hierarchical-Individual
12,20,9,12,Hierarchical-Individual
18,21,17,8,Distributed-Individual
12,21,7,8,Hierarchical-Collective
12,21,11,12,Hierarchical-Collective
21,21,15,8,Hierarchical-Collective
12,21,11,12,Hierarchical-Collective
12,21,15,8,Hierarchical-Collective
21,21,15,5,Hierarchical-Collective
9,12,15,21,Distributed-Individual
6,20,11,21,Distributed-Collective
5,19,9,21,Hierarchical-Individual
8,14,13,21,Hierarchical-Individual
10,21,5,12,Hierarchical-Individual
19,12,16,17,Hierarchical-Individual
18,23,12,17,Hierarchical-Individual
19,12,12,12,Hierarchical-Individual
18,23,8,12,Hierarchical-Individual
11,12,12,21,Hierarchical-Individual
10,23,8,21,Hierarchical-Individual
19,12,16,17,Hierarchical-Individual
18,23,12,17,Hierarchical-Individual
20,14,19,12,Hierarchical-Collective
16,22,12,12,Hierarchical-Individual
16,22,12,5,Hierarchical-Collective
11,14,19,17,Hierarchical-Collective
8,22,12,17,Hierarchical-Individual
8,22,12,8,Hierarchical-Collective
11,14,19,21,Hierarchical-Collective
8,22,12,21,Hierarchical-Individual
8,22,12,12,Hierarchical-Collective
20,14,15,12,Hierarchical-Collective
16,22,8,12,Hierarchical-Individual
16,22,8,5,Hierarchical-Collective
11,14,10,17,Hierarchical-Collective
8,22,5,17,Hierarchical-Individual
8,22,5,8,Hierarchical-Collective
11,14,15,25,Hierarchical-Collective
8,22,8,25,Hierarchical-Individual
8,22,8,17,Hierarchical-Collective
11,14,15,17,Hierarchical-Collective
8,22,8,17,Hierarchical-Individual
8,22,8,8,Hierarchical-Collective
12,14,13,17,Distributed-Collective
12,21,6,17,Hierarchical-Individual
12,14,17,25,Distributed-Collective
12,21,10,25,Hierarchical-Individual
12,14,9,21,Distributed-Collective
12,21,5,21,Hierarchical-Individual
11,24,10,21,Distributed-Individual
20,24,15,5,Distributed-Individual
17,16,23,8,Distributed-Individual
12,24,15,17,Distributed-Individual
9,16,23,25,Distributed-Individual
17,22,7,8,Distributed-Collective
16,19,5,8,Distributed-Individual
17,22,7,12,Distributed-Collective
16,19,5,12,Distributed-Individual
9,22,11,21,Distributed-Collective
7,19,9,21,Distributed-Individual
9,22,5,25,Distributed-Collective
7,19,5,25,Distributed-Individual
17,22,5,12,Distributed-Collective
16,19,5,12,Distributed-Individual
9,22,7,25,Distributed-Collective
7,19,5,25,Distributed-Individual
10,12,13,12,Hierarchical-Collective
7,14,18,12,Distributed-Collective
9,23,11,21,Hierarchical-Collective
19,12,13,5,Hierarchical-Collective
15,14,18,5,Distributed-Collective
17,23,11,12,Hierarchical-Collective
10,12,13,17,Hierarchical-Collective
7,14,18,17,Distributed-Collective
9,23,11,25,Hierarchical-Collective
19,12,13,5,Hierarchical-Collective
15,14,18,5,Distributed-Collective
17,23,11,12,Hierarchical-Collective
10,12,13,8,Hierarchical-Collective
7,14,18,8,Distributed-Collective
9,23,11,17,Hierarchical-Collective
20,19,10,5,Distributed-Individual
12,19,10,12,Distributed-Individual
20,19,10,5,Distributed-Individual
11,20,5,8,Distributed-Collective
19,20,5,5,Distributed-Collective
10,21,7,17,Hierarchical-Collective
9,21,5,17,Distributed-Collective
8,12,14,17,Hierarchical-Individual
7,21,5,17,Hierarchical-Collective
19,21,11,8,Hierarchical-Collective
17,21,9,8,Distributed-Collective
16,12,18,8,Hierarchical-Individual
16,21,8,8,Hierarchical-Collective
10,21,7,25,Hierarchical-Collective
9,21,5,25,Distributed-Collective
8,12,14,25,Hierarchical-Individual
7,21,5,25,Hierarchical-Collective
19,21,11,12,Hierarchical-Collective
17,21,9,12,Distributed-Collective
16,12,18,12,Hierarchical-Individual
16,21,8,12,Hierarchical-Collective
14,20,17,25,Hierarchical-Individual
13,12,18,25,Hierarchical-Individual
12,19,11,17,Hierarchical-Individual
12,18,9,25,Distributed-Collective
11,13,18,25,Distributed-Individual
22,20,12,17,Hierarchical-Individual
21,12,13,17,Hierarchical-Individual
20,19,7,8,Hierarchical-Individual
20,18,5,17,Distributed-Collective
20,13,13,17,Distributed-Individual
10,20,15,21,Distributed-Collective
10,20,15,21,Distributed-Collective
16,11,18,12,Distributed-Individual
18,11,20,12,Hierarchical-Individual
8,11,10,25,Distributed-Individual
9,11,11,25,Hierarchical-Individual
8,11,10,21,Distributed-Individual
9,11,11,21,Hierarchical-Individual
8,11,14,21,Distributed-Individual
9,11,15,21,Hierarchical-Individual
8,11,18,21,Distributed-Individual
9,11,20,21,Hierarchical-Individual
8,11,18,25,Distributed-Individual
9,11,20,25,Hierarchical-Individual
15,20,5,17,Hierarchical-Collective
15,20,8,21,Hierarchical-Collective
23,20,8,8,Hierarchical-Collective
20,20,6,12,Hierarchical-Collective
21,20,7,12,Hierarchical-Individual
20,20,6,12,Hierarchical-Collective
21,20,7,12,Hierarchical-Individual
20,20,10,12,Hierarchical-Collective
21,20,11,12,Hierarchical-Individual
20,20,10,12,Hierarchical-Collective
21,20,11,12,Hierarchical-Individual
8,13,10,17,Distributed-Collective
16,13,15,17,Distributed-Collective
8,13,15,25,Distributed-Collective
16,13,15,12,Distributed-Collective
8,13,15,21,Distributed-Collective
16,13,15,8,Distributed-Collective
11,20,13,21,Distributed-Collective
10,12,24,21,Distributed-Collective
9,15,24,21,Hierarchical-Collective
11,20,9,17,Distributed-Collective
10,12,20,17,Distributed-Collective
9,15,20,17,Hierarchical-Collective
11,20,9,21,Distributed-Collective
10,12,20,21,Distributed-Collective
9,15,20,21,Hierarchical-Collective
11,20,5,21,Distributed-Collective
10,12,15,21,Distributed-Collective
9,15,16,21,Hierarchical-Collective
20,20,9,12,Distributed-Collective
18,12,20,12,Distributed-Collective
17,15,20,12,Hierarchical-Collective
11,20,13,25,Distributed-Collective
10,12,24,25,Distributed-Collective
9,15,24,25,Hierarchical-Collective
11,20,9,21,Distributed-Collective
10,12,20,21,Distributed-Collective
9,15,20,21,Hierarchical-Collective
11,20,9,25,Distributed-Collective
10,12,20,25,Distributed-Collective
9,15,20,25,Hierarchical-Collective
11,20,9,25,Distributed-Collective
10,12,20,25,Distributed-Collective
9,15,20,25,Hierarchical-Collective
18,14,20,8,Distributed-Collective
16,23,5,5,Distributed-Collective
18,14,24,8,Distributed-Collective
16,23,9,5,Distributed-Collective
9,14,24,21,Distributed-Collective
8,23,9,12,Distributed-Collective
18,14,16,12,Distributed-Collective
16,23,5,5,Distributed-Collective
16,12,15,5,Distributed-Individual
17,12,15,8,Distributed-Collective
12,13,19,21,Distributed-Collective
20,13,15,8,Distributed-Collective
19,11,20,8,Distributed-Individual
15,11,22,8,Distributed-Collective
10,11,16,21,Distributed-Individual
7,11,18,21,Distributed-Collective
19,11,16,12,Distributed-Individual
15,11,18,12,Distributed-Collective
19,11,12,8,Distributed-Individual
15,11,13,8,Distributed-Collective
21,16,17,12,Distributed-Collective
21,23,8,12,Distributed-Individual
12,16,21,21,Distributed-Collective
13,23,12,21,Distributed-Individual
21,16,17,12,Distributed-Collective
21,23,8,12,Distributed-Individual
21,16,17,12,Distributed-Collective
21,23,8,12,Distributed-Individual
14,22,12,12,Hierarchical-Collective
9,12,24,21,Distributed-Individual
9,21,14,21,Distributed-Collective
9,12,16,17,Distributed-Individual
9,21,5,17,Distributed-Collective
9,12,20,17,Distributed-Individual
9,21,10,17,Distributed-Collective
18,12,20,8,Distributed-Individual
18,21,10,8,Distributed-Collective
9,12,20,17,Distributed-Individual
9,21,10,17,Distributed-Collective
9,12,20,25,Distributed-Individual
9,21,10,25,Distributed-Collective
9,12,16,25,Distributed-Individual
9,21,5,25,Distributed-Collective
18,20,6,5,Hierarchical-Individual
10,20,6,8,Hierarchical-Individual
10,20,6,8,Hierarchical-Individual
11,22,11,21,Distributed-Collective
9,10,24,21,Hierarchical-Collective
8,21,17,25,Distributed-Individual
12,12,19,25,Distributed-Collective
8,21,17,21,Distributed-Individual
12,12,19,21,Distributed-Collective
16,21,17,8,Distributed-Individual
20,12,19,8,Distributed-Collective
12,22,5,12,Distributed-Collective
20,22,5,8,Distributed-Collective
16,10,15,17,Distributed-Collective
16,19,6,17,Distributed-Individual
16,10,19,12,Distributed-Collective
16,19,10,12,Distributed-Individual
16,10,15,8,Distributed-Collective
16,19,6,8,Distributed-Individual
16,10,15,12,Distributed-Collective
